country,year,EUaid,CIRI,polity,educm,logexp,fdi,logimp,loggdpc,demregion,regime,region
Central African Republic,2001,1.829390526,5.75,2,3.599999905,2.411246777,0.359339386,2.678456068,5.557585239,0.170212761,4,Sub-Saharan Africa
Central African Republic,2002,2.656364202,5.5,0.5,3.700000048,2.983349562,0.09266863,3.182355642,5.561405182,0.191489369,4,Sub-Saharan Africa
Central African Republic,2003,1.788930655,5,-1,3.799999952,2.804751635,0.535788834,3.044865847,5.546539783,0.212765962,4,Sub-Saharan Africa
Central African Republic,2000,3.576505423,6,3.5,3.5,2.833717823,0.725962579,3.22868824,5.542490005,0.191489369,4,Sub-Saharan Africa
Central African Republic,1998,2.782334566,6.75,5,3.299999952,2.851759911,1.02100873,3.046628475,5.4891119,0.212765962,1,Sub-Saharan Africa
Central African Republic,1999,3.816787481,6.75,5,3.400000095,2.971233606,0.149255097,3.216111422,5.518118858,0.191489369,4,Sub-Saharan Africa
Central African Republic,1996,2.210469723,6.25,5,3.099999905,3.177670002,0.422307104,3.39131093,5.508128643,0.212765962,1,Sub-Saharan Africa
Central African Republic,2004,1.60145247,5.25,-1,3.900000095,2.741319895,0.541691065,3.002709627,5.524415493,0.234042555,4,Sub-Saharan Africa
Central African Republic,1997,2.765891552,6.75,5,3.200000048,3.014939785,0.55268079,3.321113348,5.553063393,0.212765962,1,Sub-Saharan Africa
Chad,1993,2.610500813,7.25,-3.5,1.399999976,2.480867863,0.225849882,3.194497347,5.27112627,0.177777782,4,Sub-Saharan Africa
Chad,2002,3.52646184,5.75,-2,2,2.82672739,8.290243149,3.546194077,5.132557869,0.191489369,4,Sub-Saharan Africa
Chad,2000,2.635194063,5.5,-2,1.899999976,2.917317867,1.22544241,3.386670828,5.214731216,0.191489369,4,Sub-Saharan Africa
Chad,1989,4.177277565,7,-5.75,1.200000048,2.737560272,0.701550424,3.595460653,5.16571188,0.06818182,4,Sub-Saharan Africa
Chad,1990,3.731096029,7.25,-5,1.299999952,2.709325552,0.086958341,3.404665947,5.277474403,0.06818182,4,Sub-Saharan Africa
Chad,2001,2.819058418,5.5,-2,1.899999976,2.907890797,1.730568051,3.471647978,5.175206661,0.170212761,4,Sub-Saharan Africa
Chad,1999,3.432780504,5.25,-2,1.799999952,2.920137405,2.86750102,3.426516294,5.179595947,0.191489369,4,Sub-Saharan Africa
Chad,2003,3.648234129,5,-2,2.099999905,2.685517311,26.90348625,3.905121565,5.207081795,0.212765962,4,Sub-Saharan Africa
Chad,2004,3.56434989,4.5,-2,2.200000048,2.540809631,46.48485947,4.733219147,5.252221584,0.234042555,4,Sub-Saharan Africa
Chad,1997,3.745498419,6.75,-2,1.700000048,3.087810755,2.255427361,3.519500017,5.165165901,0.212765962,4,Sub-Saharan Africa
Chad,1994,2.069369793,7.75,-3,1.5,2.406111002,0.104193613,3.211400509,5.31765604,0.200000003,4,Sub-Saharan Africa
Chad,1995,3.667090178,8,-2.5,1.600000024,2.589525461,1.036064625,3.378402472,5.117738724,0.191489369,4,Sub-Saharan Africa
Chad,1996,3.33220458,7.5,-2,1.600000024,2.779167175,2.294761658,3.551992416,5.183572769,0.212765962,4,Sub-Saharan Africa
Chad,1998,3.46653676,5.5,-2,1.700000048,2.864684105,2.455352068,3.369587183,5.156033516,0.212765962,4,Sub-Saharan Africa
Chad,1991,3.219248772,7.5,-4.25,1.299999952,2.623321533,1.307067513,3.44708395,5.293482304,0.06818182,4,Sub-Saharan Africa
Chad,1992,3.295671225,7.5,-4,1.399999976,2.601222515,0.540661633,3.328871012,5.220053673,0.088888891,4,Sub-Saharan Africa
Chile,1993,2.727831602,12.25,8,8.199999809,3.478046656,2.255919695,3.323967218,8.087511063,0.611111104,2,Latin America and Caribbean
Chile,1991,3.205169201,12,8,8,3.566397667,4.521748543,3.422674894,8.010418892,0.555555582,2,Latin America and Caribbean
Chile,1992,2.71355319,11.75,8,8.100000381,3.525949717,2.095128298,3.419353962,8.028993607,0.555555582,2,Latin America and Caribbean
Chile,2002,2.049523354,11,9,9.300000191,3.45303297,6.461883545,3.39224124,8.49259758,0.611111104,2,Latin America and Caribbean
Chile,1989,1.156200171,12,8,7.800000191,3.405432463,4.260338306,3.303978205,7.873836994,0.611111104,2,Latin America and Caribbean
Chile,1995,2.912753105,12.25,8,8.5,3.281781435,2.16861701,3.354066849,8.234246254,0.555555582,2,Latin America and Caribbean
Chile,2004,2.271194458,12,9.5,9.5,3.52745533,3.790838957,3.453804493,8.524067879,0.666666687,2,Latin America and Caribbean
Chile,1996,2.56955409,12.5,8,8.600000381,3.340664625,4.683412552,3.279942036,8.272276878,0.555555582,2,Latin America and Caribbean
Chile,1997,2.404054642,12.5,8.25,8.699999809,3.377682686,4.144405365,3.299631119,8.356845856,0.5,2,Latin America and Caribbean
Chile,1990,2.806556702,12,8,7.900000095,3.533622265,3.92802,3.305171967,7.92739296,0.611111104,2,Latin America and Caribbean
Chile,1994,2.971063375,12.25,8,8.399999619,3.394908428,2.102863073,3.33822298,8.184914589,0.666666687,2,Latin America and Caribbean
Chile,2003,1.949535608,10.75,9.25,9.399999619,3.505780935,6.124934673,3.458640099,8.51391983,0.666666687,2,Latin America and Caribbean
Chile,2001,1.752656698,11.25,9,9.199999809,3.387707233,12.00216675,3.307830095,8.460976601,0.555555582,2,Latin America and Caribbean
Chile,2000,1.61090064,11.5,9,9.100000381,3.269565582,5.830424786,3.386624336,8.481321335,0.611111104,2,Latin America and Caribbean
Chile,1998,2.501934052,12.5,8.5,8.800000191,3.306035519,6.354334354,3.366094112,8.413103104,0.611111104,2,Latin America and Caribbean
Chile,1999,1.892436147,12.75,8.75,8.899999619,3.29893446,6.3657341,3.374273777,8.462856293,0.611111104,2,Latin America and Caribbean
Colombia,1991,1.954530835,11.75,9,5.199999809,2.890441895,1.456754923,2.625871658,7.712831497,0.555555582,2,Latin America and Caribbean
Colombia,2001,2.633352041,9.75,7,5.900000095,2.90944314,1.747258902,2.879350185,7.807518959,0.611111104,2,Latin America and Caribbean
Colombia,2002,2.674326658,9.5,7,5.900000095,2.855690002,2.546188116,2.937461853,7.833986759,0.666666687,2,Latin America and Caribbean
Colombia,1990,1.771071911,11.5,8.75,5.099999905,2.790532351,0.517692327,2.629028559,7.699221134,0.555555582,2,Latin America and Caribbean
Colombia,1992,1.950056195,11.25,8.5,5.199999809,3.023611546,1.241487622,2.696041822,7.751838207,0.611111104,2,Latin America and Caribbean
Colombia,1993,2.170572758,10.5,8,5.300000191,3.060732365,1.107908487,2.632486343,7.755065441,0.611111104,2,Latin America and Caribbean
Colombia,1989,1.680559039,11.75,8.5,5,2.830443621,0.877019644,2.558676958,7.679769516,0.555555582,2,Latin America and Caribbean
Colombia,2000,2.84189415,10.5,7,5.800000191,2.708540201,2.871523857,3.039824486,7.867559433,0.666666687,2,Latin America and Caribbean
Colombia,1997,3.241150141,11.5,7,5.599999905,2.676473141,1.046851516,3.042782307,7.860845089,0.555555582,2,Latin America and Caribbean
Colombia,1998,2.609524965,11,7,5.699999809,2.721260071,3.203046799,3.037097216,7.863269806,0.666666687,2,Latin America and Caribbean
Colombia,2004,3.296389103,8.5,7,6.099999905,2.753920317,2.300127268,3.043631554,7.842844486,0.722222209,2,Latin America and Caribbean
Colombia,1999,2.379026651,10.75,7,5.699999809,2.697430372,5.214372635,3.032812357,7.879299641,0.666666687,2,Latin America and Caribbean
Colombia,1995,2.597340822,11,7,5.400000095,2.799043894,1.718888164,2.931690931,7.789954185,0.555555582,2,Latin America and Caribbean
Colombia,2003,2.756571293,8.75,7,6,2.801553011,2.718530655,3.028589249,7.834207058,0.722222209,2,Latin America and Caribbean
Colombia,1994,2.743151188,10.75,7.5,5.400000095,2.874042749,1.480662465,2.757291079,7.785210609,0.666666687,2,Latin America and Caribbean
Colombia,1996,2.711378098,11,7,5.5,2.707941055,1.770293713,3.040666342,7.82828331,0.555555582,2,Latin America and Caribbean
Comoros,2003,0.919674814,10,6.25,3.200000048,2.742195368,0.520636618,3.427280426,5.89221859,0.212765962,2,Sub-Saharan Africa
Comoros,2004,1.143436193,9.25,7.5,3.299999952,2.755637407,0.171203375,3.426198959,5.906183243,0.234042555,2,Sub-Saharan Africa
Congo,1989,1.390152812,7.25,-3,5.099999905,3.731323481,1.89092207,3.653793335,7.094546795,0.06818182,1,Sub-Saharan Africa
Congo,1993,1.984552026,9.75,5,5.699999809,3.808063507,0.454701871,3.849901199,7.062676907,0.177777782,4,Sub-Saharan Africa
Congo,1990,1.864784598,8.75,0.25,5.300000191,3.704313517,0.411075711,3.699445486,7.084553719,0.06818182,1,Sub-Saharan Africa
Congo,1991,2.48120904,10.5,3.5,5.400000095,3.882062674,-0.255691022,3.550444841,7.082952023,0.06818182,1,Sub-Saharan Africa
Congo,1992,2.311937094,10.75,5,5.599999905,3.982938766,-0.516658485,3.824295521,7.06581831,0.088888891,1,Sub-Saharan Africa
Congo,1999,0.520128012,8.75,-5.25,6.599999905,4.325411797,3.40857482,4.097033501,6.933292866,0.191489369,4,Sub-Saharan Africa
Congo,2000,1.102872849,9.5,-4.75,6.699999809,4.334379673,1.681331515,4.285295963,6.941482067,0.191489369,4,Sub-Saharan Africa
Congo,1997,2.390809298,7.5,-6,6.300000191,4.169817448,5.908274651,4.15269804,6.953445435,0.212765962,4,Sub-Saharan Africa
Congo,1998,1.597592235,7.5,-5.75,6.400000095,4.230092049,2.85665679,4.093549252,6.967599392,0.212765962,4,Sub-Saharan Africa
Congo,2003,1.927583456,8.5,-4,7.099999905,4.349232674,2.763028622,3.976128817,6.948052406,0.212765962,4,Sub-Saharan Africa
Congo,2004,2.162951469,8,-4,7.199999809,4.400782108,10.96529961,3.987887144,6.969752789,0.234042555,4,Sub-Saharan Africa
Congo,2001,0.945935428,8.75,-4.25,6.800000191,4.280686855,22.86465645,4.079300404,6.887950897,0.170212761,4,Sub-Saharan Africa
Congo,2002,1.114548922,9,-4,7,4.385737896,5.152480602,3.77537322,6.935201168,0.191489369,4,Sub-Saharan Africa
Congo,1994,0.89841032,9.5,2.25,5.900000095,3.758044004,-0.024887227,3.690938234,7.061703205,0.200000003,4,Sub-Saharan Africa
Congo,1995,1.961658478,8.25,-0.5,6,3.789299726,0.35800451,3.914639235,7.025032043,0.191489369,4,Sub-Saharan Africa
Congo,1996,2.843745947,6.75,-3.25,6.099999905,4.069234371,-0.08477544,4.307023048,6.941597939,0.212765962,4,Sub-Saharan Africa
Costa Rica,1990,2.065835953,11.25,10,6.099999905,3.379240751,2.015251398,3.452311754,8.009429932,0.555555582,2,Latin America and Caribbean
Costa Rica,1994,2.004724741,12.5,10,6.599999905,3.561507463,2.635995626,3.684959888,8.109605789,0.666666687,2,Latin America and Caribbean
Costa Rica,1998,1.400672913,13.25,10,7,3.671604395,3.605013609,3.756215096,8.176544189,0.611111104,2,Latin America and Caribbean
Costa Rica,1992,1.702100754,11.5,10,6.400000095,3.408466101,2.19492054,3.591314316,8.045790672,0.555555582,2,Latin America and Caribbean
Costa Rica,1993,2.133980036,12,10,6.5,3.513355255,2.490734339,3.614210606,8.046347618,0.611111104,2,Latin America and Caribbean
Costa Rica,2001,0.688712597,12.5,10,7.400000095,3.946326017,3.92154336,3.827055931,8.316130638,0.555555582,2,Latin America and Caribbean
Costa Rica,2002,0.738571286,12.25,10,7.5,3.884094954,2.562103987,3.823545933,8.311354637,0.611111104,2,Latin America and Caribbean
Costa Rica,1991,1.903741479,11.25,10,6.199999809,3.410151958,1.475299597,3.529027462,8.032922745,0.5,2,Latin America and Caribbean
Costa Rica,2000,1.275378108,13,10,7.300000191,3.859969616,4.3493433,3.914206266,8.261144638,0.611111104,2,Latin America and Caribbean
Costa Rica,1996,2.351375341,13,10,6.800000191,3.571249962,2.818840981,3.716793776,8.178995132,0.555555582,2,Latin America and Caribbean
Costa Rica,1997,1.877016306,13.25,10,6.900000095,3.625818491,2.873995304,3.69797492,8.192813873,0.5,2,Latin America and Caribbean
Costa Rica,2003,0.789997041,12,10,7.599999905,3.725143909,2.806566477,3.796187401,8.300915718,0.666666687,2,Latin America and Caribbean
Costa Rica,1995,1.634230852,13,10,6.699999809,3.577206612,2.559582233,3.743361473,8.157039642,0.555555582,2,Latin America and Caribbean
Costa Rica,1989,2.291701317,12,10,6,3.283865452,1.374733329,3.425336599,7.99832201,0.555555582,2,Latin America and Caribbean
Costa Rica,1999,1.216049075,13.25,10,7.199999809,3.707394838,3.181625605,3.797457695,8.205511093,0.611111104,2,Latin America and Caribbean
Costa Rica,2004,0.896037281,12,10,7.699999809,3.74682641,3.914395094,3.86353159,8.309672356,0.666666687,2,Latin America and Caribbean
Cyprus,2003,0,10.75,10,11.39999962,4.025089264,9.761330605,3.987441063,9.533385277,1,2,Europe and Central Asia
Cyprus,1997,2.275024176,10.25,10,10.60000038,3.912281036,2.627445459,3.913837433,9.38164711,1,2,Europe and Central Asia
Cyprus,2001,0,9.75,10,11.10000038,3.946438551,8.313061714,3.912166357,9.466140747,1,2,Europe and Central Asia
Cyprus,1993,2.235335588,8.25,10,10,3.851968288,1.418172002,4.044703484,9.257870674,1,2,Europe and Central Asia
Cyprus,1998,0,10.25,10,10.69999981,3.927307367,2.499937296,3.982882738,9.384027481,1,2,Europe and Central Asia
Cyprus,1999,0,10,10,10.89999962,3.948008776,6.138934612,3.980943203,9.393065453,1,2,Europe and Central Asia
Cyprus,2002,0,10.5,10,11.30000019,4.013814926,9.175725937,3.998450994,9.504699707,1,2,Europe and Central Asia
Cyprus,1996,1.994700313,10.5,10,10.5,3.864710808,1.011987805,3.873004913,9.340568542,1,2,Europe and Central Asia
Cyprus,1989,1.110568047,10.25,10,9.5,3.856231689,1.40313673,3.917401075,9.091736794,1,2,Europe and Central Asia
Cyprus,1991,0.366648346,8.5,10,9.800000191,3.940804243,1.527891397,4.092245102,9.226269722,1,2,Europe and Central Asia
Cyprus,2000,0,9.75,10,11,3.90779376,3.614599466,3.926699877,9.430003166,1,2,Europe and Central Asia
Cyprus,1992,1.31622231,7.5,10,9.899999619,3.941592693,2.265157223,4.044938087,9.276387215,1,2,Europe and Central Asia
Cyprus,1995,0.518205762,9.75,10,10.30000019,3.860548019,1.266296744,3.869637251,9.303930283,1,2,Europe and Central Asia
Cyprus,2004,0,11.5,10,11.5,3.926966667,10.45093632,3.957229853,9.541624069,1,2,Europe and Central Asia
Cyprus,1994,1.81607461,8.75,10,10.19999981,3.901102781,1.553975105,4.104955673,9.321101189,1,2,Europe and Central Asia
Cyprus,1990,1.641831398,9,10,9.600000381,3.872836351,1.451734424,3.97976923,9.164056778,1,2,Europe and Central Asia
Democratic Republic of the Congo,2001,3.422214031,2.5,1,6.400000095,3.15875268,11.05088902,2.865591288,4.569514751,0.170212761,3,Sub-Saharan Africa
Democratic Republic of the Congo,2002,3.645840883,2.5,2,6.599999905,3.108303308,3.853048801,3.062141418,4.474658012,0.191489369,3,Sub-Saharan Africa
Democratic Republic of the Congo,2004,4.209601879,3.5,4.25,6.800000191,3.052342415,2.465493441,3.260959864,4.431906223,0.234042555,3,Sub-Saharan Africa
Democratic Republic of the Congo,2003,4.127544403,2.75,3.25,6.699999809,2.92581892,1.645545721,3.029578209,4.426900387,0.212765962,3,Sub-Saharan Africa
Djibouti,2003,0.943048239,6.75,2,4.300000191,3.618874311,0.585861087,3.823669672,6.621966362,0.212765962,3,Middle East and North Africa
Djibouti,2004,1.993070126,7,2,4.5,3.652508497,0.592094302,3.778481245,6.62710762,0.234042555,3,Middle East and North Africa
Dominican Republic,1993,3.090993166,12,6,5.5,3.691846371,1.491097808,3.762524128,7.513284206,0.611111104,2,Latin America and Caribbean
Dominican Republic,1992,2.254935265,11.75,5.5,5.400000095,3.521242142,1.877383471,3.777147293,7.52385664,0.555555582,2,Latin America and Caribbean
Dominican Republic,1993,3.090993166,12,6,5.5,3.691846371,1.491097808,3.762524128,7.513284206,0.611111104,2,Latin America and Caribbean
Dominican Republic,1998,3.252051592,10.5,8,6.099999905,3.560907364,0.532213748,3.641783476,7.73506546,0.611111104,2,Latin America and Caribbean
Dominican Republic,1998,3.252051592,10.5,8,6.099999905,3.560907364,0.532213748,3.641783476,7.73506546,0.611111104,2,Latin America and Caribbean
Dominican Republic,1994,3.06293726,12,6.5,5.599999905,3.612885475,1.59341073,3.784109831,7.593538284,0.666666687,2,Latin America and Caribbean
Dominican Republic,1999,3.594619989,10.25,8,6.199999809,3.589501381,2.146635771,3.693877697,7.795315266,0.611111104,2,Latin America and Caribbean
Dominican Republic,2000,3.293190241,10.5,8,6.300000191,3.57868576,3.305428267,3.77396965,7.846817493,0.611111104,2,Latin America and Caribbean
Dominican Republic,2000,3.293190241,10.5,8,6.300000191,3.57868576,3.305428267,3.77396965,7.846817493,0.611111104,2,Latin America and Caribbean
Dominican Republic,1999,3.594619989,10.25,8,6.199999809,3.589501381,2.146635771,3.693877697,7.795315266,0.611111104,2,Latin America and Caribbean
Dominican Republic,2001,2.515410185,9.75,8,6.400000095,3.599179983,6.162409306,3.768709421,7.895885944,0.555555582,2,Latin America and Caribbean
Dominican Republic,2001,2.515410185,9.75,8,6.400000095,3.599179983,6.162409306,3.768709421,7.895885944,0.555555582,2,Latin America and Caribbean
Dominican Republic,1995,2.911075115,12.75,7.25,5.699999809,3.60388875,1.45880127,3.738776684,7.644005299,0.611111104,2,Latin America and Caribbean
Dominican Republic,1994,3.06293726,12,6.5,5.599999905,3.612885475,1.59341073,3.784109831,7.593538284,0.666666687,2,Latin America and Caribbean
Dominican Republic,1997,2.807177782,11.25,8,6,3.576986313,2.532629013,3.67175293,7.683542252,0.555555582,2,Latin America and Caribbean
Dominican Republic,1997,2.807177782,11.25,8,6,3.576986313,2.532629013,3.67175293,7.683542252,0.555555582,2,Latin America and Caribbean
Dominican Republic,1990,1.54447341,11.75,6,5.099999905,3.497135639,1.974210501,3.731634855,7.57763052,0.555555582,2,Latin America and Caribbean
Dominican Republic,1991,2.528800964,11.25,5.75,5.300000191,3.510601759,1.645082951,3.79609108,7.600148201,0.5,2,Latin America and Caribbean
Dominican Republic,1991,2.528800964,11.25,5.75,5.300000191,3.510601759,1.645082951,3.79609108,7.600148201,0.5,2,Latin America and Caribbean
Dominican Republic,1992,2.254935265,11.75,5.5,5.400000095,3.521242142,1.877383471,3.777147293,7.52385664,0.555555582,2,Latin America and Caribbean
Dominican Republic,2004,2.931889296,9,8,6.800000191,3.480614662,3.450455904,3.697195768,7.978579521,0.666666687,2,Latin America and Caribbean
Dominican Republic,2002,2.566008091,9.25,8,6.5,3.612200499,3.970969915,3.825741291,7.935200214,0.611111104,2,Latin America and Caribbean
Dominican Republic,1995,2.911075115,12.75,7.25,5.699999809,3.60388875,1.45880127,3.738776684,7.644005299,0.611111104,2,Latin America and Caribbean
Dominican Republic,1996,2.774461985,11.75,8,5.800000191,3.602993011,1.425112486,3.727141619,7.648098946,0.611111104,2,Latin America and Caribbean
Dominican Republic,1996,2.774461985,11.75,8,5.800000191,3.602993011,1.425112486,3.727141619,7.648098946,0.611111104,2,Latin America and Caribbean
Dominican Republic,2002,2.566008091,9.25,8,6.5,3.612200499,3.970969915,3.825741291,7.935200214,0.611111104,2,Latin America and Caribbean
Dominican Republic,2003,2.938174963,8.75,8,6.599999905,3.518304825,4.334621429,3.713451862,7.937621117,0.666666687,2,Latin America and Caribbean
Dominican Republic,2003,2.938174963,8.75,8,6.599999905,3.518304825,4.334621429,3.713451862,7.937621117,0.666666687,2,Latin America and Caribbean
Dominican Republic,2004,2.931889296,9,8,6.800000191,3.480614662,3.450455904,3.697195768,7.978579521,0.666666687,2,Latin America and Caribbean
Dominican Republic,1990,1.54447341,11.75,6,5.099999905,3.497135639,1.974210501,3.731634855,7.57763052,0.555555582,2,Latin America and Caribbean
Dominican Republic,1989,2.124789238,11.75,6,5,3.241185665,1.527359247,3.622326851,7.577135086,0.555555582,2,Latin America and Caribbean
Dominican Republic,1989,2.124789238,11.75,6,5,3.241185665,1.527359247,3.622326851,7.577135086,0.555555582,2,Latin America and Caribbean
Ecuador,1998,2.397031546,10.25,7.5,6.900000095,3.272873878,2.348318815,3.181901932,7.204585552,0.611111104,2,Latin America and Caribbean
Ecuador,1999,2.633702517,9,6.75,7,3.243778944,3.061444283,3.247074842,7.228037357,0.611111104,2,Latin America and Caribbean
Ecuador,2002,1.775856376,10.25,6,7.400000095,3.612683773,4.516661644,3.433877945,7.164211273,0.666666687,2,Latin America and Caribbean
Ecuador,1989,1.52223897,11.5,9,5.800000191,3.153567314,1.351743102,3.533353329,7.124688148,0.555555582,2,Latin America and Caribbean
Ecuador,1990,1.981425047,10.75,9,5.900000095,3.297310114,1.703603506,3.475284338,7.180727959,0.555555582,2,Latin America and Caribbean
Ecuador,1991,2.201875925,11.25,9,6.099999905,3.368862391,1.679337382,3.582561731,7.166836739,0.5,2,Latin America and Caribbean
Ecuador,2004,2.650764942,10.5,6,7.599999905,3.205409288,5.12178278,3.439248562,7.23236084,0.722222209,2,Latin America and Caribbean
Ecuador,1996,2.564949274,11.75,8.75,6.699999809,3.204286575,3.101565123,3.271471262,7.199553967,0.555555582,3,Latin America and Caribbean
Ecuador,1997,2.317043304,10.75,8,6.800000191,3.247574806,2.239369631,3.341379166,7.198243141,0.5,3,Latin America and Caribbean
Ecuador,2001,1.981916547,10.5,6,7.300000191,3.450880051,3.886884928,3.217074871,7.152649879,0.555555582,2,Latin America and Caribbean
Ecuador,1992,2.487327337,11.75,9,6.199999809,3.49597168,1.216690183,3.465639353,7.170281887,0.555555582,2,Latin America and Caribbean
Ecuador,2000,2.556042194,9.5,6,7.099999905,3.067487717,3.739251852,3.344961882,7.233302116,0.611111104,2,Latin America and Caribbean
Ecuador,1995,2.318101883,12.75,8.75,6.5,3.222588301,3.144878626,3.28417778,7.173552036,0.555555582,2,Latin America and Caribbean
Ecuador,1994,2.351777077,12.25,8.75,6.400000095,3.584269285,1.483735085,3.439831972,7.191617012,0.666666687,2,Latin America and Caribbean
Ecuador,1993,2.154334545,11.75,9,6.300000191,3.566855907,1.409885526,3.466628075,7.198447227,0.611111104,2,Latin America and Caribbean
Ecuador,2003,2.190611362,10.5,6.25,7.5,3.286374092,6.257980347,3.438414812,7.19954586,0.722222209,2,Latin America and Caribbean
Egypt,1989,4.610516548,4,-6,4.900000095,2.530414581,2.33957696,3.125280857,6.962903976,0.117647059,4,Middle East and North Africa
Egypt,1989,4.610516548,4,-6,4.900000095,2.530414581,2.33957696,3.125280857,6.962903976,0.117647059,4,Middle East and North Africa
Egypt,1990,4.396872997,3.75,-6,5.099999905,2.851768732,3.395669699,3.559941292,6.990972519,0.117647059,4,Middle East and North Africa
Egypt,1990,4.396872997,3.75,-6,5.099999905,2.851768732,3.395669699,3.559941292,6.990972519,0.117647059,4,Middle East and North Africa
Egypt,1991,4.040020466,3.75,-6,5.199999809,2.884436369,3.153167486,3.476657391,7.017069817,0.117647059,4,Middle East and North Africa
Egypt,1991,4.040020466,3.75,-6,5.199999809,2.884436369,3.153167486,3.476657391,7.017069817,0.117647059,4,Middle East and North Africa
Egypt,1992,5.784836769,3.25,-6,5.300000191,2.998109341,1.701815248,3.487781286,7.051582336,0.111111112,4,Middle East and North Africa
Egypt,1992,5.784836769,3.25,-6,5.300000191,2.998109341,1.701815248,3.487781286,7.051582336,0.111111112,4,Middle East and North Africa
Egypt,1993,4.375640869,3.5,-6,5.5,3.325597048,0.684328377,3.577827454,7.042996883,0.111111112,4,Middle East and North Africa
Egypt,1993,4.375640869,3.5,-6,5.5,3.325597048,0.684328377,3.577827454,7.042996883,0.111111112,4,Middle East and North Africa
Egypt,1994,4.119311333,3.5,-6,5.599999905,3.346277714,1.096630454,3.431177139,7.068350792,0.111111112,4,Middle East and North Africa
Egypt,1994,4.119311333,3.5,-6,5.599999905,3.346277714,1.096630454,3.431177139,7.068350792,0.111111112,4,Middle East and North Africa
Egypt,1995,4.951601505,3.5,-6,5.800000191,3.251832008,1.058425307,3.404199839,7.079863071,0.055555556,4,Middle East and North Africa
Egypt,1995,4.951601505,3.5,-6,5.800000191,3.251832008,1.058425307,3.404199839,7.079863071,0.055555556,4,Middle East and North Africa
Egypt,1996,4.556610107,4.5,-6,5.900000095,3.116684914,2.420132637,3.334243298,7.102092266,0.055555556,4,Middle East and North Africa
Egypt,1996,4.556610107,4.5,-6,5.900000095,3.116684914,2.420132637,3.334243298,7.102092266,0.055555556,4,Middle East and North Africa
Egypt,1997,4.564651489,4.5,-6,6,3.115691662,0.994028449,3.321290731,7.130684853,0.055555556,4,Middle East and North Africa
Egypt,1997,4.564651489,4.5,-6,6,3.115691662,0.994028449,3.321290731,7.130684853,0.055555556,4,Middle East and North Africa
Egypt,1998,5.236689568,4.5,-6,6.199999809,3.032535791,0.940414965,3.265712738,7.162460327,0.055555556,4,Middle East and North Africa
Egypt,1998,5.236689568,4.5,-6,6.199999809,3.032535791,0.940414965,3.265712738,7.162460327,0.055555556,4,Middle East and North Africa
Egypt,1999,5.184038639,4.25,-6,6.300000191,2.936070919,1.135375977,3.214730263,7.198937893,0.055555556,4,Middle East and North Africa
Egypt,1999,5.184038639,4.25,-6,6.300000191,2.936070919,1.135375977,3.214730263,7.198937893,0.055555556,4,Middle East and North Africa
Egypt,2000,4.934579372,4,-6,6.5,2.785895824,1.268437028,3.247008085,7.221355438,0.055555556,4,Middle East and North Africa
Egypt,2000,4.934579372,4,-6,6.5,2.785895824,1.268437028,3.247008085,7.221355438,0.055555556,4,Middle East and North Africa
Egypt,2001,4.17683506,3.75,-6,6.599999905,2.71151185,1.174392819,3.148860693,7.26316452,0.055555556,4,Middle East and North Africa
Egypt,2001,4.17683506,3.75,-6,6.599999905,2.71151185,1.174392819,3.148860693,7.26316452,0.055555556,4,Middle East and North Africa
Egypt,2002,4.128355026,4,-5.25,6.699999809,2.785080194,1.236997247,3.127497911,7.297662735,0.055555556,4,Middle East and North Africa
Egypt,2002,4.128355026,4,-5.25,6.699999809,2.785080194,1.236997247,3.127497911,7.297662735,0.055555556,4,Middle East and North Africa
Egypt,2003,3.649336576,4.5,-4.5,6.900000095,2.861045361,0.522267222,3.105959654,7.31423521,0.055555556,4,Middle East and North Africa
Egypt,2003,3.649336576,4.5,-4.5,6.900000095,2.861045361,0.522267222,3.105959654,7.31423521,0.055555556,4,Middle East and North Africa
Egypt,2004,3.906823158,4.25,-3.75,7,2.9077847,0.736363113,3.121081591,7.319155693,0.055555556,4,Middle East and North Africa
Egypt,2004,3.906823158,4.25,-3.75,7,2.9077847,0.736363113,3.121081591,7.319155693,0.055555556,4,Middle East and North Africa
El Salvador,1999,3.079935789,12.75,7,6,3.254015684,0.530265331,3.625721931,7.626864433,0.611111104,2,Latin America and Caribbean
El Salvador,1992,2.587242365,12,7,5.099999905,2.920791864,0.039539855,3.441268682,7.35949707,0.611111104,2,Latin America and Caribbean
El Salvador,1996,3.167161465,13,7,5.599999905,2.994026184,0,3.561262608,7.536897182,0.555555582,2,Latin America and Caribbean
El Salvador,1989,1.673331857,9.5,6.5,4.800000191,2.944033861,0.462854683,3.262024164,7.324059486,0.611111104,2,Latin America and Caribbean
El Salvador,1997,3.404750824,13.25,7,5.699999809,3.074427843,0.400371075,3.631195545,7.586651802,0.5,2,Latin America and Caribbean
El Salvador,1995,3.27846384,13,7,5.5,2.962961435,0.236841619,3.529529095,7.492363453,0.555555582,2,Latin America and Caribbean
El Salvador,1991,2.093043327,11,7,5,2.583075523,0.328437626,3.165074348,7.326341629,0.555555582,2,Latin America and Caribbean
El Salvador,2002,2.686711073,11.75,7,6.300000191,3.31055522,1.320222735,3.747941971,7.70166254,0.611111104,2,Latin America and Caribbean
El Salvador,1994,3.835725069,12.75,7,5.400000095,2.77817893,0.257100314,3.479232073,7.436727047,0.666666687,2,Latin America and Caribbean
